fbid,mother_tongue,locality,occupation,age,pages_liked_1,pages_liked_2,pages_liked_3,gender,marital_status,education_school,education_college
100210,Spanish,da_DK,Computer Engineer,25,Mitacs Globalink,Shopmania,Vidyamandir Classes,F,Married,Oxford School,Amity
100211,Chinese,ca_ES,Mechanical Engineer,24,A.P.J Abdul Kalam,MS Dhoni,Terrible Tiny Tales,M,Married,Oxford School,CMU
100212,Spanish,cx_PH,Dentist,40,Vidyamandir Classes,MS Dhoni,J.K Rowling,M,Married,Mount Carmel,Delhi technological University
100213,Chinese,cs_CZ,Business Man,20,A.P.J Abdul Kalam,MS Dhoni,Vidyamandir Classes,M,single,Oxford School,Maharaja Surajmal
100214,German,de_DE,Civil Engineer,21,MS Dhoni,Narendra Modi,Vidyamandir Classes,F,single,Neo Convent,MIT
100215,Chinese,gn_PY,Computer Engineer,38,Shopmania,Narendra Modi,Mitacs Globalink,M,Married,DPS,Maharaja Surajmal
100216,German,de_DE,Mechanical Engineer,25,Terrible Tiny Tales,MS Dhoni,Shopmania,F,single,Mount Carmel,Maharaja Surajmal
100217,Spanish,gn_PY,Dentist,35,Vidyamandir Classes,Disha Patani,A.P.J Abdul Kalam,F,single,Mount Carmel,Maharaja Surajmal
100218,Portugese,eu_ES,Civil Engineer,32,Disha Patani,J.K Rowling,Vidyamandir Classes,F,single,Neo Convent,Amity
100219,German,ca_ES,Business Man,25,Silicon Valley,Narendra Modi,Vidyamandir Classes,M,single,DPS,CMU
100220,Portugese,de_DE,Business Man,28,MS Dhoni,A.P.J Abdul Kalam,Vidyamandir Classes,M,single,Neo Convent,MIT
100221,English,da_DK,Dentist,37,Shopmania,J.K Rowling,Terrible Tiny Tales,M,Married,DPS,MIT
100222,Spanish,cx_PH,Neurologist,40,Shopmania,Narendra Modi,Vidyamandir Classes,F,Married,Mount Carmel,CMU
100223,Spanish,eu_ES,Neurologist,33,Vidyamandir Classes,J.K Rowling,Shopmania,F,Married,DPS,MIT
100224,German,cx_PH,Business Man,30,Shopmania,MS Dhoni,Mitacs Globalink,F,Married,Neo Convent,MIT
100225,German,ca_ES,Teacher,28,MS Dhoni,Mitacs Globalink,Vidyamandir Classes,M,Married,Mount Carmel,Maharaja Surajmal
100226,Chinese,eu_ES,Dentist,34,Mitacs Globalink,Narendra Modi,MS Dhoni,M,single,Indraprastha School,Amity
100227,Portugese,da_DK,Mechanical Engineer,34,Silicon Valley,J.K Rowling,Vidyamandir Classes,M,Married,Oxford School,CMU
100228,English,en_UD,Mechanical Engineer,33,Mitacs Globalink,Terrible Tiny Tales,Vidyamandir Classes,F,Married,Indraprastha School,MIT
100229,Spanish,cy_GB,Neurologist,32,A.P.J Abdul Kalam,Silicon Valley,Mitacs Globalink,M,single,Indraprastha School,MIT
100230,Portugese,cs_CZ,Civil Engineer,35,A.P.J Abdul Kalam,Silicon Valley,Mitacs Globalink,M,Married,Indraprastha School,MIT
100231,Portugese,es_ES,Dentist,21,A.P.J Abdul Kalam,Shopmania,Terrible Tiny Tales,F,Married,Oxford School,Maharaja Surajmal
100232,Hindi,de_DE,Neurologist,39,Shopmania,Terrible Tiny Tales,Mitacs Globalink,F,single,Mount Carmel,CMU
100233,Portugese,es_ES,Neurologist,25,MS Dhoni,A.P.J Abdul Kalam,Silicon Valley,M,single,Neo Convent,MIT
100234,German,da_DK,Computer Engineer,39,Narendra Modi,Mitacs Globalink,MS Dhoni,M,Married,Indraprastha School,Maharaja Surajmal
100235,English,en_UD,Dentist,34,Disha Patani,J.K Rowling,A.P.J Abdul Kalam,F,Married,Indraprastha School,MIT
100236,Portugese,da_DK,Mechanical Engineer,32,A.P.J Abdul Kalam,Shopmania,Narendra Modi,F,single,Indraprastha School,Delhi technological University
100237,Spanish,en_UD,General Physician,25,Terrible Tiny Tales,Mitacs Globalink,Silicon Valley,M,single,Indraprastha School,MIT
100238,Portugese,en_US,Neurologist,33,A.P.J Abdul Kalam,Disha Patani,Vidyamandir Classes,F,single,Neo Convent,Amity
100239,Chinese,eu_ES,General Physician,29,Shopmania,A.P.J Abdul Kalam,J.K Rowling,F,single,Neo Convent,Amity
100240,Chinese,es_ES,Civil Engineer,31,Vidyamandir Classes,Terrible Tiny Tales,Mitacs Globalink,M,single,Mount Carmel,MIT
100241,German,da_DK,Business Man,24,Silicon Valley,Mitacs Globalink,A.P.J Abdul Kalam,M,Married,Oxford School,Maharaja Surajmal
100242,Spanish,en_UD,Civil Engineer,37,Silicon Valley,Mitacs Globalink,Shopmania,F,single,Oxford School,Amity
100243,Portugese,en_UD,Neurologist,31,Disha Patani,J.K Rowling,Shopmania,M,Married,Neo Convent,Maharaja Surajmal
100244,German,en_UD,General Physician,24,Vidyamandir Classes,Silicon Valley,Disha Patani,M,single,DPS,Maharaja Surajmal
100245,Portugese,da_DK,Teacher,40,Vidyamandir Classes,J.K Rowling,Silicon Valley,M,Married,DPS,Delhi technological University
100246,Chinese,eu_ES,Neurologist,38,MS Dhoni,Terrible Tiny Tales,Disha Patani,F,Married,Indraprastha School,Delhi technological University
100247,Portugese,en_UD,General Physician,32,Shopmania,Narendra Modi,Vidyamandir Classes,F,Married,Indraprastha School,Delhi technological University
100248,Spanish,gn_PY,General Physician,34,Disha Patani,Shopmania,Terrible Tiny Tales,F,single,Neo Convent,Maharaja Surajmal
100249,Chinese,gn_PY,Computer Engineer,23,A.P.J Abdul Kalam,Disha Patani,MS Dhoni,M,Married,Indraprastha School,MIT
100250,Portugese,cx_PH,Neurologist,32,Disha Patani,MS Dhoni,Silicon Valley,M,Married,Neo Convent,Maharaja Surajmal
100251,Chinese,cs_CZ,Civil Engineer,32,Mitacs Globalink,Vidyamandir Classes,J.K Rowling,M,Married,Neo Convent,CMU
100252,Spanish,eu_ES,Business Man,31,Shopmania,Vidyamandir Classes,Terrible Tiny Tales,F,Married,Oxford School,Maharaja Surajmal
100253,Hindi,es_LA,General Physician,25,Vidyamandir Classes,MS Dhoni,Narendra Modi,M,single,Mount Carmel,Amity
100254,Hindi,en_US,Dentist,38,Narendra Modi,Disha Patani,Mitacs Globalink,F,single,Indraprastha School,MIT
100255,Chinese,cy_GB,General Physician,33,J.K Rowling,A.P.J Abdul Kalam,Silicon Valley,F,Married,Indraprastha School,Maharaja Surajmal
100256,English,cs_CZ,Dentist,20,J.K Rowling,Silicon Valley,Vidyamandir Classes,F,Married,Oxford School,Delhi technological University
100257,Hindi,en_US,Civil Engineer,37,Disha Patani,Silicon Valley,MS Dhoni,M,Married,Indraprastha School,Maharaja Surajmal
100258,Chinese,es_LA,Civil Engineer,32,J.K Rowling,A.P.J Abdul Kalam,Terrible Tiny Tales,F,Married,Neo Convent,CMU
100259,Chinese,en_UD,Computer Engineer,35,MS Dhoni,J.K Rowling,A.P.J Abdul Kalam,F,Married,Mount Carmel,Maharaja Surajmal
100260,Spanish,en_US,Mechanical Engineer,29,Mitacs Globalink,Shopmania,MS Dhoni,M,single,Indraprastha School,Amity
100261,Spanish,en_UD,Dentist,33,Vidyamandir Classes,Silicon Valley,MS Dhoni,F,single,Indraprastha School,Amity
100262,English,de_DE,Dentist,31,A.P.J Abdul Kalam,Disha Patani,Mitacs Globalink,F,single,Oxford School,Amity
100263,Chinese,gn_PY,Computer Engineer,30,J.K Rowling,Vidyamandir Classes,Silicon Valley,M,Married,DPS,MIT
100264,Spanish,de_DE,Teacher,31,Disha Patani,MS Dhoni,Mitacs Globalink,F,Married,DPS,Maharaja Surajmal
100265,English,de_DE,Mechanical Engineer,31,Terrible Tiny Tales,J.K Rowling,MS Dhoni,M,single,Oxford School,Maharaja Surajmal
100266,Chinese,cs_CZ,Computer Engineer,30,MS Dhoni,Narendra Modi,Shopmania,F,single,Neo Convent,CMU
100267,Portugese,es_ES,Civil Engineer,31,Vidyamandir Classes,Silicon Valley,Terrible Tiny Tales,F,Married,Mount Carmel,Maharaja Surajmal
100268,Chinese,cs_CZ,Dentist,20,Vidyamandir Classes,Mitacs Globalink,Silicon Valley,F,Married,Neo Convent,Delhi technological University
100269,German,gn_PY,Mechanical Engineer,40,Disha Patani,Shopmania,Vidyamandir Classes,F,single,Indraprastha School,Delhi technological University
100270,Hindi,gn_PY,Mechanical Engineer,22,Silicon Valley,A.P.J Abdul Kalam,Mitacs Globalink,F,single,Indraprastha School,Amity
100271,Portugese,cs_CZ,Teacher,36,Shopmania,Disha Patani,Vidyamandir Classes,M,Married,Neo Convent,CMU
100272,Chinese,da_DK,General Physician,40,A.P.J Abdul Kalam,Mitacs Globalink,Shopmania,F,Married,DPS,CMU
100273,German,cy_GB,Computer Engineer,24,A.P.J Abdul Kalam,MS Dhoni,J.K Rowling,F,single,Mount Carmel,Amity
100274,German,cs_CZ,General Physician,32,A.P.J Abdul Kalam,MS Dhoni,Terrible Tiny Tales,F,Married,Oxford School,Maharaja Surajmal
100275,English,eu_ES,Teacher,22,A.P.J Abdul Kalam,Narendra Modi,J.K Rowling,M,Married,Oxford School,Maharaja Surajmal
100276,German,cx_PH,Business Man,35,A.P.J Abdul Kalam,Narendra Modi,Mitacs Globalink,F,Married,Neo Convent,CMU
100277,German,gn_PY,Dentist,30,Disha Patani,Narendra Modi,A.P.J Abdul Kalam,M,Married,Indraprastha School,Amity
100278,Chinese,en_UD,Teacher,37,Vidyamandir Classes,J.K Rowling,Shopmania,M,Married,Oxford School,CMU
100279,Hindi,eu_ES,Neurologist,31,Terrible Tiny Tales,Vidyamandir Classes,Mitacs Globalink,M,single,DPS,Delhi technological University
100280,Spanish,cx_PH,Business Man,39,A.P.J Abdul Kalam,MS Dhoni,Narendra Modi,M,Married,DPS,MIT
100281,English,da_DK,General Physician,29,Mitacs Globalink,J.K Rowling,A.P.J Abdul Kalam,M,Married,Mount Carmel,MIT
100282,Chinese,ca_ES,Neurologist,38,Narendra Modi,J.K Rowling,Silicon Valley,F,single,Indraprastha School,Amity
100283,Hindi,eu_ES,General Physician,24,J.K Rowling,Terrible Tiny Tales,Disha Patani,M,single,Indraprastha School,MIT
100284,English,gn_PY,Teacher,34,Mitacs Globalink,Silicon Valley,J.K Rowling,M,single,Neo Convent,Amity
100285,Portugese,ca_ES,Neurologist,32,Disha Patani,J.K Rowling,Narendra Modi,F,Married,Indraprastha School,MIT
100286,Chinese,cs_CZ,Mechanical Engineer,26,J.K Rowling,Shopmania,Vidyamandir Classes,M,Married,Oxford School,CMU
100287,Portugese,en_UD,General Physician,24,Mitacs Globalink,J.K Rowling,Shopmania,F,single,Mount Carmel,MIT
100288,Portugese,en_US,Neurologist,38,Shopmania,J.K Rowling,Narendra Modi,M,single,Mount Carmel,CMU
100289,Chinese,cy_GB,General Physician,33,Vidyamandir Classes,J.K Rowling,Narendra Modi,F,single,Mount Carmel,MIT
100290,English,cs_CZ,Business Man,26,Terrible Tiny Tales,Narendra Modi,Silicon Valley,F,single,Neo Convent,Delhi technological University
100291,Spanish,es_LA,General Physician,25,Vidyamandir Classes,Narendra Modi,A.P.J Abdul Kalam,F,Married,Oxford School,Delhi technological University
100292,Hindi,ca_ES,Business Man,37,Shopmania,Disha Patani,A.P.J Abdul Kalam,M,single,Mount Carmel,Amity
100293,English,en_UD,Mechanical Engineer,31,Narendra Modi,Shopmania,Silicon Valley,F,single,DPS,Delhi technological University
100294,German,es_LA,General Physician,35,Mitacs Globalink,Narendra Modi,Disha Patani,M,single,Mount Carmel,Maharaja Surajmal
100295,German,ca_ES,Computer Engineer,30,J.K Rowling,Vidyamandir Classes,Disha Patani,F,Married,Indraprastha School,Delhi technological University
100296,Hindi,de_DE,Computer Engineer,29,Disha Patani,Mitacs Globalink,J.K Rowling,M,Married,Neo Convent,Amity
100297,Spanish,gn_PY,Mechanical Engineer,37,Vidyamandir Classes,Terrible Tiny Tales,MS Dhoni,F,single,Neo Convent,Amity
100298,Hindi,gn_PY,Mechanical Engineer,22,A.P.J Abdul Kalam,J.K Rowling,Mitacs Globalink,M,single,Neo Convent,MIT
100299,Portugese,de_DE,General Physician,40,Vidyamandir Classes,MS Dhoni,Disha Patani,F,single,DPS,Delhi technological University
100300,Chinese,ca_ES,Neurologist,23,MS Dhoni,Narendra Modi,Terrible Tiny Tales,F,single,Neo Convent,MIT
100301,German,en_UD,Computer Engineer,32,Narendra Modi,A.P.J Abdul Kalam,MS Dhoni,F,single,Oxford School,Delhi technological University
100302,Spanish,en_US,Mechanical Engineer,28,Disha Patani,Mitacs Globalink,MS Dhoni,F,single,Oxford School,MIT
100303,Chinese,da_DK,Mechanical Engineer,24,Terrible Tiny Tales,Shopmania,Disha Patani,M,single,DPS,MIT
100304,Spanish,de_DE,Teacher,27,Terrible Tiny Tales,Vidyamandir Classes,Disha Patani,M,Married,Neo Convent,Amity
100305,Spanish,en_UD,General Physician,23,MS Dhoni,Narendra Modi,Terrible Tiny Tales,F,Married,Mount Carmel,Amity
100306,Spanish,en_US,Neurologist,35,Vidyamandir Classes,Terrible Tiny Tales,J.K Rowling,F,single,Mount Carmel,Amity
100307,Portugese,de_DE,Teacher,26,Narendra Modi,Terrible Tiny Tales,J.K Rowling,M,single,Mount Carmel,CMU
100308,German,cs_CZ,Teacher,21,Silicon Valley,MS Dhoni,Shopmania,F,Married,Oxford School,MIT
100309,Hindi,en_US,Teacher,40,Disha Patani,A.P.J Abdul Kalam,Terrible Tiny Tales,F,Married,DPS,Maharaja Surajmal
100310,Spanish,de_DE,Business Man,28,Shopmania,Mitacs Globalink,A.P.J Abdul Kalam,F,Married,Neo Convent,Delhi technological University
100311,Hindi,ca_ES,Neurologist,39,Silicon Valley,Vidyamandir Classes,Narendra Modi,F,single,Indraprastha School,Amity
100312,Spanish,de_DE,Dentist,29,Disha Patani,Mitacs Globalink,Shopmania,M,single,Indraprastha School,Delhi technological University
100313,Hindi,ca_ES,Civil Engineer,32,MS Dhoni,Shopmania,Narendra Modi,M,Married,Indraprastha School,CMU
100314,Hindi,eu_ES,Civil Engineer,33,J.K Rowling,Narendra Modi,Disha Patani,F,single,Neo Convent,CMU
100315,Hindi,cs_CZ,Dentist,29,Vidyamandir Classes,Shopmania,Silicon Valley,M,single,DPS,Delhi technological University
100316,Portugese,cs_CZ,Dentist,40,Narendra Modi,Terrible Tiny Tales,Mitacs Globalink,M,Married,Oxford School,MIT
100317,Portugese,da_DK,Mechanical Engineer,28,Terrible Tiny Tales,MS Dhoni,Silicon Valley,M,Married,Mount Carmel,CMU
100318,Chinese,en_UD,Business Man,20,Shopmania,A.P.J Abdul Kalam,Vidyamandir Classes,M,Married,Neo Convent,Maharaja Surajmal
100319,German,eu_ES,Neurologist,29,Terrible Tiny Tales,Disha Patani,J.K Rowling,F,single,DPS,CMU
100320,Hindi,de_DE,Business Man,20,Silicon Valley,MS Dhoni,Narendra Modi,M,Married,DPS,Maharaja Surajmal
100321,Chinese,es_LA,Dentist,21,Silicon Valley,Shopmania,Vidyamandir Classes,M,single,DPS,Amity
100322,Hindi,ca_ES,Teacher,31,J.K Rowling,Silicon Valley,MS Dhoni,F,Married,Neo Convent,MIT
100323,Portugese,gn_PY,Neurologist,25,Silicon Valley,Narendra Modi,J.K Rowling,M,single,DPS,Amity
100324,Portugese,en_US,Dentist,29,Vidyamandir Classes,Disha Patani,Shopmania,M,Married,Neo Convent,Amity
100325,English,ca_ES,Teacher,29,A.P.J Abdul Kalam,Shopmania,Silicon Valley,M,Married,Neo Convent,Maharaja Surajmal
100326,Portugese,en_UD,Dentist,32,Silicon Valley,A.P.J Abdul Kalam,Mitacs Globalink,M,Married,DPS,Maharaja Surajmal
100327,English,cs_CZ,Neurologist,39,Terrible Tiny Tales,A.P.J Abdul Kalam,Shopmania,F,Married,DPS,CMU
100328,English,cs_CZ,Business Man,30,Terrible Tiny Tales,Disha Patani,Shopmania,M,single,Indraprastha School,Maharaja Surajmal
100329,Hindi,de_DE,Neurologist,39,Narendra Modi,Terrible Tiny Tales,Disha Patani,F,single,Indraprastha School,MIT
100330,English,cx_PH,Neurologist,26,Disha Patani,MS Dhoni,Shopmania,F,Married,Indraprastha School,MIT
100331,German,de_DE,Business Man,38,Vidyamandir Classes,Narendra Modi,Shopmania,M,single,Neo Convent,MIT
100332,Spanish,gn_PY,Neurologist,31,J.K Rowling,Mitacs Globalink,Silicon Valley,F,single,Neo Convent,CMU
100333,English,en_UD,General Physician,40,Terrible Tiny Tales,Shopmania,MS Dhoni,M,single,Indraprastha School,Delhi technological University
100334,German,cy_GB,Civil Engineer,21,J.K Rowling,MS Dhoni,Disha Patani,M,Married,Indraprastha School,Maharaja Surajmal
100335,German,es_ES,Neurologist,32,Shopmania,MS Dhoni,A.P.J Abdul Kalam,M,Married,Indraprastha School,CMU
100336,Portugese,ca_ES,Business Man,33,Mitacs Globalink,Silicon Valley,Vidyamandir Classes,F,Married,Neo Convent,MIT
100337,English,es_LA,Dentist,37,Disha Patani,MS Dhoni,Silicon Valley,F,Married,Mount Carmel,MIT
100338,Spanish,da_DK,Dentist,37,Terrible Tiny Tales,Silicon Valley,MS Dhoni,F,single,Mount Carmel,Delhi technological University
100339,Hindi,cy_GB,General Physician,37,Vidyamandir Classes,Silicon Valley,Disha Patani,M,single,Mount Carmel,Maharaja Surajmal
100340,English,cs_CZ,Neurologist,28,Mitacs Globalink,Disha Patani,J.K Rowling,F,single,Neo Convent,MIT
100341,German,ca_ES,Teacher,20,Shopmania,Silicon Valley,Terrible Tiny Tales,F,single,Oxford School,Delhi technological University
100342,Portugese,ca_ES,Neurologist,26,Shopmania,J.K Rowling,Silicon Valley,M,single,Neo Convent,Delhi technological University
100343,Hindi,de_DE,Civil Engineer,23,Narendra Modi,Silicon Valley,MS Dhoni,F,single,Mount Carmel,MIT
100344,Chinese,ca_ES,Computer Engineer,39,Silicon Valley,Narendra Modi,Shopmania,M,single,DPS,Maharaja Surajmal
100345,Spanish,en_US,Dentist,29,J.K Rowling,Terrible Tiny Tales,Silicon Valley,M,single,Indraprastha School,CMU
100346,Hindi,es_LA,Teacher,32,Terrible Tiny Tales,Vidyamandir Classes,Disha Patani,M,Married,DPS,Amity
100347,Chinese,es_LA,General Physician,37,Narendra Modi,A.P.J Abdul Kalam,MS Dhoni,M,Married,Mount Carmel,Maharaja Surajmal
100348,German,es_LA,Teacher,31,Disha Patani,Shopmania,Terrible Tiny Tales,F,single,Neo Convent,CMU
100349,Portugese,cs_CZ,Dentist,27,MS Dhoni,Mitacs Globalink,Terrible Tiny Tales,F,Married,DPS,Delhi technological University
100350,German,de_DE,Teacher,20,Silicon Valley,A.P.J Abdul Kalam,Vidyamandir Classes,F,Married,DPS,MIT
100351,Spanish,ca_ES,Teacher,29,J.K Rowling,MS Dhoni,Narendra Modi,M,single,Mount Carmel,CMU
100352,Hindi,es_ES,Dentist,30,Mitacs Globalink,MS Dhoni,Vidyamandir Classes,M,single,Indraprastha School,CMU
100353,Chinese,gn_PY,Computer Engineer,40,MS Dhoni,Mitacs Globalink,Disha Patani,F,Married,DPS,Amity
100354,Hindi,es_LA,Dentist,27,Vidyamandir Classes,Terrible Tiny Tales,Silicon Valley,M,single,Mount Carmel,Maharaja Surajmal
100355,Portugese,cx_PH,Teacher,23,J.K Rowling,Terrible Tiny Tales,Silicon Valley,F,single,DPS,CMU
100356,Portugese,ca_ES,Computer Engineer,20,Disha Patani,Silicon Valley,Vidyamandir Classes,F,single,DPS,MIT
100357,Chinese,es_ES,General Physician,31,Terrible Tiny Tales,Narendra Modi,Vidyamandir Classes,M,single,Oxford School,CMU
100358,German,da_DK,Neurologist,28,J.K Rowling,Vidyamandir Classes,Narendra Modi,F,single,Indraprastha School,Amity
100359,German,cs_CZ,General Physician,24,J.K Rowling,Mitacs Globalink,Narendra Modi,F,Married,Indraprastha School,Amity
100360,Portugese,es_LA,Computer Engineer,23,Shopmania,MS Dhoni,Terrible Tiny Tales,F,Married,Oxford School,MIT
100361,German,da_DK,Teacher,31,A.P.J Abdul Kalam,Narendra Modi,MS Dhoni,M,single,DPS,CMU
100362,Portugese,es_LA,Dentist,24,Shopmania,Terrible Tiny Tales,Vidyamandir Classes,M,single,Mount Carmel,MIT
100363,Chinese,en_UD,Mechanical Engineer,36,Terrible Tiny Tales,Shopmania,Narendra Modi,M,single,Neo Convent,Delhi technological University
100364,German,cy_GB,Civil Engineer,32,Disha Patani,Vidyamandir Classes,Terrible Tiny Tales,F,Married,Neo Convent,Delhi technological University
100365,Spanish,cs_CZ,Computer Engineer,33,Narendra Modi,Terrible Tiny Tales,J.K Rowling,M,Married,Oxford School,Amity
100366,German,cy_GB,Neurologist,38,J.K Rowling,Narendra Modi,Shopmania,F,Married,Mount Carmel,MIT
100367,German,ca_ES,General Physician,35,Narendra Modi,MS Dhoni,A.P.J Abdul Kalam,M,single,Indraprastha School,MIT
100368,Chinese,eu_ES,Neurologist,20,A.P.J Abdul Kalam,Shopmania,MS Dhoni,M,Married,Neo Convent,CMU
100369,Hindi,es_ES,Business Man,24,Disha Patani,Silicon Valley,A.P.J Abdul Kalam,F,single,Indraprastha School,Amity
100370,Hindi,es_ES,General Physician,36,Mitacs Globalink,Vidyamandir Classes,MS Dhoni,F,Married,Mount Carmel,Maharaja Surajmal
100371,Portugese,cy_GB,Civil Engineer,31,Vidyamandir Classes,Narendra Modi,A.P.J Abdul Kalam,M,Married,DPS,Maharaja Surajmal
100372,Chinese,cs_CZ,Computer Engineer,23,J.K Rowling,Mitacs Globalink,MS Dhoni,F,single,Mount Carmel,Maharaja Surajmal
100373,German,en_US,Computer Engineer,25,MS Dhoni,A.P.J Abdul Kalam,Mitacs Globalink,F,Married,Neo Convent,Amity
100374,Spanish,gn_PY,Mechanical Engineer,36,Terrible Tiny Tales,Shopmania,Narendra Modi,M,Married,Indraprastha School,Delhi technological University
100375,Hindi,es_ES,Computer Engineer,40,J.K Rowling,Narendra Modi,Terrible Tiny Tales,F,single,Neo Convent,Delhi technological University
100376,Chinese,ca_ES,Teacher,32,Disha Patani,Silicon Valley,A.P.J Abdul Kalam,M,Married,Neo Convent,MIT
100377,Portugese,ca_ES,General Physician,23,Silicon Valley,Disha Patani,Narendra Modi,M,Married,Indraprastha School,Amity
100378,Spanish,cy_GB,Civil Engineer,35,Narendra Modi,Disha Patani,MS Dhoni,F,single,Oxford School,MIT
100379,Chinese,cx_PH,Teacher,30,Narendra Modi,MS Dhoni,Mitacs Globalink,M,Married,Mount Carmel,Maharaja Surajmal
100380,Portugese,de_DE,Dentist,40,Disha Patani,Narendra Modi,MS Dhoni,F,single,Neo Convent,MIT
100381,German,es_LA,Mechanical Engineer,37,Terrible Tiny Tales,Narendra Modi,MS Dhoni,F,Married,Oxford School,Amity
100382,German,es_LA,General Physician,21,Terrible Tiny Tales,Disha Patani,Silicon Valley,F,single,Oxford School,CMU
100383,Chinese,cx_PH,Civil Engineer,32,MS Dhoni,Disha Patani,Terrible Tiny Tales,M,Married,Neo Convent,Delhi technological University
100384,English,cx_PH,Dentist,33,Disha Patani,MS Dhoni,Silicon Valley,M,Married,Indraprastha School,Delhi technological University
100385,German,eu_ES,Neurologist,38,Narendra Modi,Vidyamandir Classes,J.K Rowling,F,single,Indraprastha School,Maharaja Surajmal
100386,Portugese,es_LA,Business Man,29,Disha Patani,MS Dhoni,Silicon Valley,M,single,Oxford School,CMU
100387,Chinese,en_US,Business Man,38,Shopmania,A.P.J Abdul Kalam,Terrible Tiny Tales,F,Married,Oxford School,CMU
100388,English,eu_ES,Teacher,34,Silicon Valley,Mitacs Globalink,MS Dhoni,M,single,Mount Carmel,Amity
100389,English,en_UD,Mechanical Engineer,27,Disha Patani,Narendra Modi,MS Dhoni,M,Married,Mount Carmel,CMU
100390,Spanish,cx_PH,Civil Engineer,39,MS Dhoni,Terrible Tiny Tales,Mitacs Globalink,M,Married,Mount Carmel,CMU
100391,Portugese,eu_ES,Computer Engineer,27,Shopmania,A.P.J Abdul Kalam,J.K Rowling,M,single,Indraprastha School,Maharaja Surajmal
100392,Spanish,es_LA,Computer Engineer,29,Shopmania,Disha Patani,Narendra Modi,M,Married,Indraprastha School,Delhi technological University
100393,Spanish,cs_CZ,Neurologist,35,Shopmania,Vidyamandir Classes,MS Dhoni,M,Married,Oxford School,CMU
100394,Hindi,eu_ES,Neurologist,20,Silicon Valley,Narendra Modi,J.K Rowling,F,single,Mount Carmel,MIT
100395,English,da_DK,General Physician,34,Vidyamandir Classes,Mitacs Globalink,Silicon Valley,M,Married,DPS,Amity
100396,Portugese,cx_PH,Computer Engineer,38,Silicon Valley,Terrible Tiny Tales,Vidyamandir Classes,M,single,Oxford School,Delhi technological University
100397,Hindi,ca_ES,Mechanical Engineer,25,A.P.J Abdul Kalam,Shopmania,Narendra Modi,M,single,Neo Convent,CMU
100398,German,cs_CZ,General Physician,29,J.K Rowling,Mitacs Globalink,Terrible Tiny Tales,M,single,Indraprastha School,Delhi technological University
100399,Chinese,es_ES,Business Man,22,Disha Patani,A.P.J Abdul Kalam,Narendra Modi,F,Married,Indraprastha School,Maharaja Surajmal
100400,English,es_LA,Civil Engineer,28,Disha Patani,Narendra Modi,Vidyamandir Classes,F,single,Indraprastha School,MIT
100401,English,gn_PY,Mechanical Engineer,24,Disha Patani,J.K Rowling,MS Dhoni,M,Married,Neo Convent,Maharaja Surajmal
100402,English,en_US,Computer Engineer,37,Shopmania,MS Dhoni,A.P.J Abdul Kalam,F,Married,DPS,Delhi technological University
100403,Chinese,en_UD,Civil Engineer,33,Narendra Modi,Terrible Tiny Tales,A.P.J Abdul Kalam,F,Married,Oxford School,Maharaja Surajmal
100404,English,gn_PY,Dentist,23,A.P.J Abdul Kalam,J.K Rowling,Narendra Modi,M,Married,DPS,MIT
100405,Portugese,cx_PH,General Physician,27,Terrible Tiny Tales,Mitacs Globalink,J.K Rowling,M,single,Oxford School,Delhi technological University
100406,Hindi,da_DK,Neurologist,23,Silicon Valley,Mitacs Globalink,MS Dhoni,F,single,Neo Convent,Maharaja Surajmal
100407,German,cs_CZ,Mechanical Engineer,30,Vidyamandir Classes,Narendra Modi,Shopmania,M,Married,DPS,CMU
100408,Spanish,es_ES,Teacher,21,A.P.J Abdul Kalam,Shopmania,Mitacs Globalink,F,single,DPS,Amity
100409,Chinese,es_ES,General Physician,25,Vidyamandir Classes,Shopmania,Narendra Modi,F,single,Oxford School,MIT
100410,Chinese,en_UD,Business Man,24,Narendra Modi,Shopmania,Mitacs Globalink,F,single,Mount Carmel,Maharaja Surajmal
100411,Chinese,en_US,Dentist,34,Silicon Valley,Terrible Tiny Tales,Mitacs Globalink,F,Married,Neo Convent,Amity
100412,German,es_ES,Business Man,39,MS Dhoni,Shopmania,Terrible Tiny Tales,F,single,Indraprastha School,Amity
100413,English,de_DE,Teacher,21,Terrible Tiny Tales,Narendra Modi,Disha Patani,F,Married,Neo Convent,Maharaja Surajmal
100414,Chinese,da_DK,Teacher,40,Terrible Tiny Tales,Narendra Modi,Silicon Valley,F,Married,Mount Carmel,Amity
100415,German,en_UD,Teacher,29,Silicon Valley,J.K Rowling,Terrible Tiny Tales,M,Married,DPS,MIT
100416,Chinese,ca_ES,Business Man,31,J.K Rowling,Silicon Valley,Mitacs Globalink,M,Married,Neo Convent,MIT
100417,Spanish,en_UD,Civil Engineer,40,Narendra Modi,Shopmania,Mitacs Globalink,M,Married,Oxford School,Maharaja Surajmal
100418,Spanish,da_DK,Neurologist,23,Silicon Valley,Terrible Tiny Tales,Shopmania,F,single,Mount Carmel,Amity
100419,Hindi,es_LA,General Physician,31,Silicon Valley,A.P.J Abdul Kalam,Narendra Modi,M,Married,Indraprastha School,MIT
100420,German,es_LA,Neurologist,35,Mitacs Globalink,Shopmania,Disha Patani,F,Married,DPS,MIT
100421,Chinese,en_UD,Dentist,23,Shopmania,Terrible Tiny Tales,Disha Patani,F,single,Neo Convent,Maharaja Surajmal
